      Date  Year  DayIndex MISO1 MISO2 Amplitude  Phase
1998-05-01  1998         1 -0.81  0.72      1.08      5
1998-05-02  1998         2 -0.76  0.89      1.17      6
1998-05-03  1998         3 -0.69  1.13      1.32      6
1998-05-04  1998         4 -0.58  1.26      1.39      6
1998-05-05  1998         5 -0.51  1.29      1.39      6
1998-05-06  1998         6 -0.36  1.23      1.28      6
1998-05-07  1998         7 -0.19  1.15      1.17      6
1998-05-08  1998         8 -0.03  1.11      1.11      6
1998-05-09  1998         9  0.15  1.21      1.22      7
1998-05-10  1998        10  0.41  1.36      1.42      7
1998-05-11  1998        11  0.71  1.67      1.81      7
1998-05-12  1998        12  1.02  1.95      2.20      7
1998-05-13  1998        13  1.42  2.07      2.51      7
1998-05-14  1998        14  1.85  1.93      2.67      7
1998-05-15  1998        15  2.28  1.68      2.83      8
1998-05-16  1998        16  2.67  1.24      2.94      8
1998-05-17  1998        17  2.94  0.60      3.00      8
1998-05-18  1998        18  3.07 -0.09      3.07      1
1998-05-19  1998        19  3.03 -0.73      3.12      1
1998-05-20  1998        20  2.86 -1.35      3.16      1
1998-05-21  1998        21  2.56 -1.77      3.11      1
1998-05-22  1998        22  2.22 -1.97      2.97      1
1998-05-23  1998        23  1.82 -2.03      2.73      2
1998-05-24  1998        24  1.40 -1.85      2.32      2
1998-05-25  1998        25  1.00 -1.58      1.87      2
1998-05-26  1998        26  0.66 -1.26      1.42      2
1998-05-27  1998        27  0.39 -1.01      1.08      2
1998-05-28  1998        28  0.21 -0.65      0.68      2
1998-05-29  1998        29  0.11 -0.42      0.43      2
1998-05-30  1998        30  0.09 -0.13      0.16      2
1998-05-31  1998        31  0.15  0.09      0.17      8
1998-06-01  1998        32  0.32  0.18      0.37      8
1998-06-02  1998        33  0.46  0.25      0.52      8
1998-06-03  1998        34  0.55  0.34      0.65      8
1998-06-04  1998        35  0.64  0.37      0.74      8
1998-06-05  1998        36  0.68  0.35      0.76      8
1998-06-06  1998        37  0.71  0.28      0.76      8
1998-06-07  1998        38  0.67  0.18      0.69      8
1998-06-08  1998        39  0.55  0.11      0.56      8
1998-06-09  1998        40  0.39 -0.19      0.43      1
1998-06-10  1998        41  0.32 -0.31      0.45      1
1998-06-11  1998        42  0.21 -0.44      0.49      2
1998-06-12  1998        43  0.08 -0.47      0.48      2
1998-06-13  1998        44 -0.02 -0.43      0.43      3
1998-06-14  1998        45 -0.13 -0.28      0.31      3
1998-06-15  1998        46 -0.21 -0.11      0.24      4
1998-06-16  1998        47 -0.14  0.12      0.18      5
1998-06-17  1998        48 -0.06  0.31      0.32      6
1998-06-18  1998        49 -0.02  0.43      0.43      6
1998-06-19  1998        50  0.05  0.44      0.44      7
1998-06-20  1998        51  0.14  0.45      0.47      7
1998-06-21  1998        52  0.26  0.31      0.40      7
1998-06-22  1998        53  0.31  0.08      0.32      8
1998-06-23  1998        54  0.31 -0.09      0.32      1
1998-06-24  1998        55  0.45 -0.39      0.60      1
1998-06-25  1998        56  0.52 -0.50      0.72      1
1998-06-26  1998        57  0.48 -0.62      0.78      2
1998-06-27  1998        58  0.48 -0.77      0.91      2
1998-06-28  1998        59  0.42 -0.88      0.98      2
1998-06-29  1998        60  0.32 -1.06      1.11      2
1998-06-30  1998        61  0.19 -1.29      1.30      2
1998-07-01  1998        62 -0.01 -1.39      1.39      3
1998-07-02  1998        63 -0.24 -1.38      1.40      3
1998-07-03  1998        64 -0.50 -1.38      1.47      3
1998-07-04  1998        65 -0.76 -1.38      1.58      3
1998-07-05  1998        66 -1.05 -1.28      1.66      3
1998-07-06  1998        67 -1.26 -1.16      1.71      4
1998-07-07  1998        68 -1.33 -1.14      1.75      4
1998-07-08  1998        69 -1.40 -0.98      1.71      4
1998-07-09  1998        70 -1.36 -0.70      1.53      4
1998-07-10  1998        71 -1.32 -0.49      1.41      4
1998-07-11  1998        72 -1.31 -0.25      1.33      4
1998-07-12  1998        73 -1.24  0.03      1.24      5
1998-07-13  1998        74 -1.15  0.31      1.19      5
1998-07-14  1998        75 -0.97  0.55      1.12      5
1998-07-15  1998        76 -0.78  0.79      1.11      6
1998-07-16  1998        77 -0.59  1.16      1.30      6
1998-07-17  1998        78 -0.32  1.55      1.58      6
1998-07-18  1998        79  0.04  1.76      1.76      7
1998-07-19  1998        80  0.46  1.76      1.82      7
1998-07-20  1998        81  0.81  1.62      1.81      7
1998-07-21  1998        82  1.11  1.41      1.79      7
1998-07-22  1998        83  1.43  1.08      1.79      8
1998-07-23  1998        84  1.70  0.76      1.86      8
1998-07-24  1998        85  1.88  0.39      1.92      8
1998-07-25  1998        86  1.97  0.00      1.97      8
1998-07-26  1998        87  1.94 -0.47      2.00      1
1998-07-27  1998        88  1.85 -0.95      2.08      1
1998-07-28  1998        89  1.63 -1.33      2.10      1
1998-07-29  1998        90  1.36 -1.58      2.08      2
1998-07-30  1998        91  0.98 -1.70      1.96      2
1998-07-31  1998        92  0.60 -1.54      1.65      2
1998-08-01  1998        93  0.30 -1.18      1.22      2
1998-08-02  1998        94  0.08 -0.77      0.77      2
1998-08-03  1998        95 -0.01 -0.46      0.46      3
1998-08-04  1998        96 -0.13 -0.23      0.26      3
1998-08-05  1998        97 -0.18  0.00      0.18      5
1998-08-06  1998        98 -0.14  0.28      0.31      6
1998-08-07  1998        99  0.03  0.46      0.46      7
1998-08-08  1998       100  0.25  0.58      0.63      7
1998-08-09  1998       101  0.48  0.70      0.85      7
1998-08-10  1998       102  0.66  0.49      0.82      8
1998-08-11  1998       103  0.80  0.27      0.84      8
1998-08-12  1998       104  0.83 -0.00      0.83      1
1998-08-13  1998       105  0.75 -0.26      0.79      1
1998-08-14  1998       106  0.58 -0.43      0.72      1
1998-08-15  1998       107  0.45 -0.37      0.58      1
1998-08-16  1998       108  0.28 -0.21      0.35      1
1998-08-17  1998       109  0.11  0.08      0.14      8
1998-08-18  1998       110  0.16  0.39      0.42      7
1998-08-19  1998       111  0.26  0.57      0.63      7
1998-08-20  1998       112  0.51  0.71      0.87      7
1998-08-21  1998       113  0.76  0.82      1.12      7
1998-08-22  1998       114  1.01  0.73      1.25      8
1998-08-23  1998       115  1.27  0.53      1.38      8
1998-08-24  1998       116  1.39  0.24      1.41      8
1998-08-25  1998       117  1.41 -0.32      1.45      1
1998-08-26  1998       118  1.26 -0.70      1.44      1
1998-08-27  1998       119  1.00 -1.03      1.44      2
1998-08-28  1998       120  0.67 -1.25      1.42      2
1998-08-29  1998       121  0.29 -1.38      1.41      2
1998-08-30  1998       122 -0.08 -1.27      1.27      3
1998-08-31  1998       123 -0.39 -1.17      1.23      3
1998-09-01  1998       124 -0.64 -0.92      1.12      3
1998-09-02  1998       125 -0.75 -0.51      0.91      4
1998-09-03  1998       126 -0.73 -0.15      0.75      4
1998-09-04  1998       127 -0.61  0.24      0.66      5
1998-09-05  1998       128 -0.41  0.44      0.60      6
1998-09-06  1998       129 -0.24  0.50      0.55      6
1998-09-07  1998       130  0.02  0.35      0.35      7
1998-09-08  1998       131  0.17 -0.04      0.17      1
1998-09-09  1998       132  0.19 -0.44      0.48      2
1998-09-10  1998       133  0.02 -0.61      0.61      2
1998-09-11  1998       134 -0.20 -0.80      0.82      3
1998-09-12  1998       135 -0.46 -0.79      0.91      3
1998-09-13  1998       136 -0.66 -0.81      1.04      3
1998-09-14  1998       137 -0.88 -0.68      1.11      4
1998-09-15  1998       138 -1.03 -0.48      1.14      4
1998-09-16  1998       139 -1.08 -0.24      1.11      4
1998-09-17  1998       140 -1.10  0.02      1.10      5
1998-09-18  1998       141 -1.05  0.32      1.10      5
1998-09-19  1998       142 -0.93  0.73      1.18      5
1998-09-20  1998       143 -0.66  1.05      1.24      6
1998-09-21  1998       144 -0.34  1.18      1.23      6
1998-09-22  1998       145  0.01  1.23      1.23      7
1998-09-23  1998       146  0.37  1.17      1.23      7
1998-09-24  1998       147  0.67  1.04      1.24      7
1998-09-25  1998       148  0.87  0.83      1.20      8
1998-09-26  1998       149  1.06  0.40      1.13      8
1998-09-27  1998       150  1.07 -0.06      1.07      1
1998-09-28  1998       151  1.06 -0.54      1.19      1
1998-09-29  1998       152  0.97 -0.99      1.39      2
1998-09-30  1998       153  0.78 -1.28      1.50      2
1998-10-01  1998       154  0.53 -1.47      1.56      2
1998-10-02  1998       155  0.23 -1.56      1.58      2
1998-10-03  1998       156 -0.06 -1.58      1.58      3
1998-10-04  1998       157 -0.33 -1.36      1.40      3
1998-10-05  1998       158 -0.51 -1.13      1.24      3
1998-10-06  1998       159 -0.60 -0.89      1.07      3
1998-10-07  1998       160 -0.61 -0.67      0.91      3
1998-10-08  1998       161 -0.61 -0.49      0.78      4
1998-10-09  1998       162 -0.58 -0.34      0.67      4
1998-10-10  1998       163 -0.48 -0.34      0.59      4
1998-10-11  1998       164 -0.33 -0.53      0.62      3
1998-10-12  1998       165 -0.34 -0.88      0.94      3
1998-10-13  1998       166 -0.46 -1.17      1.26      3
1998-10-14  1998       167 -0.61 -1.46      1.58      3
1998-10-15  1998       168 -0.93 -1.70      1.94      3
1998-10-16  1998       169 -1.29 -1.79      2.21      3
1998-10-17  1998       170 -1.62 -1.72      2.36      3
1998-10-18  1998       171 -1.87 -1.60      2.46      4
1998-10-19  1998       172 -2.14 -1.29      2.50      4
1998-10-20  1998       173 -2.37 -0.90      2.54      4
1998-10-21  1998       174 -2.48 -0.34      2.50      4
1998-10-22  1998       175 -2.44  0.28      2.46      5
1998-10-23  1998       176 -2.27  0.81      2.41      5
1998-10-24  1998       177 -2.00  1.35      2.41      5
1998-10-25  1998       178 -1.60  1.70      2.33      6
1998-10-26  1998       179 -1.13  1.95      2.25      6
1998-10-27  1998       180 -0.64  2.01      2.11      6
1998-10-28  1998       181 -0.22  1.92      1.93      6
1998-10-29  1998       182  0.12  1.70      1.70      7
1998-10-30  1998       183  0.44  1.41      1.48      7
1998-10-31  1998       184  0.68  1.11      1.30      7
1999-05-01  1999         1 -1.16 -0.78      1.40      4
1999-05-02  1999         2 -1.16 -0.50      1.26      4
1999-05-03  1999         3 -1.12 -0.16      1.13      4
1999-05-04  1999         4 -1.06  0.11      1.07      5
1999-05-05  1999         5 -1.00  0.28      1.04      5
1999-05-06  1999         6 -0.92  0.29      0.96      5
1999-05-07  1999         7 -0.83  0.27      0.87      5
1999-05-08  1999         8 -0.77  0.25      0.81      5
1999-05-09  1999         9 -0.73  0.19      0.75      5
1999-05-10  1999        10 -0.67  0.11      0.68      5
1999-05-11  1999        11 -0.66  0.09      0.67      5
1999-05-12  1999        12 -0.69  0.12      0.70      5
1999-05-13  1999        13 -0.68  0.16      0.70      5
1999-05-14  1999        14 -0.64  0.24      0.68      5
1999-05-15  1999        15 -0.60  0.31      0.68      5
1999-05-16  1999        16 -0.52  0.45      0.69      5
1999-05-17  1999        17 -0.38  0.53      0.65      6
1999-05-18  1999        18 -0.33  0.61      0.69      6
1999-05-19  1999        19 -0.19  0.63      0.66      6
1999-05-20  1999        20 -0.02  0.48      0.48      6
1999-05-21  1999        21  0.12  0.25      0.28      7
1999-05-22  1999        22  0.21  0.04      0.21      8
1999-05-23  1999        23  0.23 -0.12      0.26      1
1999-05-24  1999        24  0.27 -0.29      0.40      2
1999-05-25  1999        25  0.36 -0.63      0.73      2
1999-05-26  1999        26  0.35 -0.86      0.93      2
1999-05-27  1999        27  0.19 -1.03      1.05      2
1999-05-28  1999        28 -0.03 -1.21      1.21      3
1999-05-29  1999        29 -0.30 -1.27      1.30      3
1999-05-30  1999        30 -0.58 -1.18      1.31      3
1999-05-31  1999        31 -0.83 -0.96      1.27      3
1999-06-01  1999        32 -0.98 -0.88      1.32      4
1999-06-02  1999        33 -1.14 -0.72      1.35      4
1999-06-03  1999        34 -1.17 -0.55      1.29      4
1999-06-04  1999        35 -1.17 -0.43      1.25      4
1999-06-05  1999        36 -1.17 -0.26      1.20      4
1999-06-06  1999        37 -1.17 -0.06      1.17      4
1999-06-07  1999        38 -1.16  0.23      1.18      5
1999-06-08  1999        39 -1.02  0.53      1.15      5
1999-06-09  1999        40 -0.79  0.65      1.02      5
1999-06-10  1999        41 -0.57  0.73      0.93      6
1999-06-11  1999        42 -0.46  0.68      0.82      6
1999-06-12  1999        43 -0.38  0.60      0.71      6
1999-06-13  1999        44 -0.31  0.60      0.68      6
1999-06-14  1999        45 -0.26  0.58      0.64      6
1999-06-15  1999        46 -0.18  0.51      0.54      6
1999-06-16  1999        47 -0.08  0.34      0.35      6
1999-06-17  1999        48 -0.02  0.28      0.28      6
1999-06-18  1999        49  0.03  0.09      0.09      7
1999-06-19  1999        50 -0.01 -0.16      0.16      3
1999-06-20  1999        51 -0.13 -0.31      0.34      3
1999-06-21  1999        52 -0.32 -0.44      0.54      3
1999-06-22  1999        53 -0.55 -0.48      0.73      4
1999-06-23  1999        54 -0.76 -0.42      0.87      4
1999-06-24  1999        55 -0.90 -0.23      0.93      4
1999-06-25  1999        56 -0.98  0.02      0.98      5
1999-06-26  1999        57 -1.03  0.17      1.04      5
1999-06-27  1999        58 -1.04  0.36      1.10      5
1999-06-28  1999        59 -1.03  0.72      1.26      5
1999-06-29  1999        60 -0.92  0.99      1.35      6
1999-06-30  1999        61 -0.77  1.26      1.48      6
1999-07-01  1999        62 -0.59  1.47      1.58      6
1999-07-02  1999        63 -0.42  1.72      1.77      6
1999-07-03  1999        64 -0.14  1.84      1.85      6
1999-07-04  1999        65  0.27  2.00      2.02      7
1999-07-05  1999        66  0.68  2.01      2.12      7
1999-07-06  1999        67  1.04  1.80      2.08      7
1999-07-07  1999        68  1.40  1.51      2.06      7
1999-07-08  1999        69  1.74  1.11      2.06      8
1999-07-09  1999        70  1.90  0.68      2.02      8
1999-07-10  1999        71  1.85  0.27      1.87      8
1999-07-11  1999        72  1.70 -0.20      1.71      1
1999-07-12  1999        73  1.53 -0.66      1.67      1
1999-07-13  1999        74  1.28 -0.93      1.58      1
1999-07-14  1999        75  1.03 -1.22      1.60      2
1999-07-15  1999        76  0.70 -1.46      1.62      2
1999-07-16  1999        77  0.35 -1.60      1.64      2
1999-07-17  1999        78  0.04 -1.62      1.62      2
1999-07-18  1999        79 -0.25 -1.57      1.59      3
1999-07-19  1999        80 -0.54 -1.34      1.44      3
1999-07-20  1999        81 -0.72 -1.21      1.41      3
1999-07-21  1999        82 -0.75 -1.12      1.35      3
1999-07-22  1999        83 -0.79 -0.94      1.23      3
1999-07-23  1999        84 -0.79 -0.78      1.11      4
1999-07-24  1999        85 -0.88 -0.67      1.11      4
1999-07-25  1999        86 -1.03 -0.57      1.18      4
1999-07-26  1999        87 -1.12 -0.39      1.19      4
1999-07-27  1999        88 -1.21 -0.21      1.23      4
1999-07-28  1999        89 -1.27  0.03      1.27      5
1999-07-29  1999        90 -1.27  0.25      1.29      5
1999-07-30  1999        91 -1.17  0.38      1.23      5
1999-07-31  1999        92 -0.99  0.47      1.10      5
1999-08-01  1999        93 -0.84  0.59      1.03      5
1999-08-02  1999        94 -0.65  0.67      0.93      6
1999-08-03  1999        95 -0.56  0.60      0.82      6
1999-08-04  1999        96 -0.42  0.51      0.66      6
1999-08-05  1999        97 -0.22  0.44      0.49      6
1999-08-06  1999        98 -0.15  0.30      0.34      6
1999-08-07  1999        99 -0.18  0.22      0.28      6
1999-08-08  1999       100 -0.28  0.20      0.34      5
1999-08-09  1999       101 -0.36  0.15      0.39      5
1999-08-10  1999       102 -0.40  0.30      0.50      5
1999-08-11  1999       103 -0.43  0.43      0.61      5
1999-08-12  1999       104 -0.47  0.53      0.71      6
1999-08-13  1999       105 -0.51  0.62      0.80      6
1999-08-14  1999       106 -0.45  0.69      0.82      6
1999-08-15  1999       107 -0.32  0.76      0.82      6
1999-08-16  1999       108 -0.21  0.86      0.89      6
1999-08-17  1999       109 -0.06  1.02      1.02      6
1999-08-18  1999       110  0.07  1.05      1.05      7
1999-08-19  1999       111  0.20  1.20      1.22      7
1999-08-20  1999       112  0.36  1.34      1.39      7
1999-08-21  1999       113  0.55  1.48      1.58      7
1999-08-22  1999       114  0.83  1.48      1.70      7
1999-08-23  1999       115  1.10  1.42      1.80      7
1999-08-24  1999       116  1.34  1.16      1.77      8
1999-08-25  1999       117  1.46  0.88      1.70      8
1999-08-26  1999       118  1.55  0.55      1.64      8
1999-08-27  1999       119  1.57  0.09      1.57      8
1999-08-28  1999       120  1.53 -0.44      1.59      1
1999-08-29  1999       121  1.41 -0.90      1.67      1
1999-08-30  1999       122  1.20 -1.21      1.70      2
1999-08-31  1999       123  0.94 -1.38      1.67      2
1999-09-01  1999       124  0.64 -1.41      1.55      2
1999-09-02  1999       125  0.34 -1.41      1.45      2
1999-09-03  1999       126  0.03 -1.22      1.22      2
1999-09-04  1999       127 -0.25 -0.90      0.93      3
1999-09-05  1999       128 -0.45 -0.50      0.67      3
1999-09-06  1999       129 -0.46 -0.19      0.50      4
1999-09-07  1999       130 -0.42  0.05      0.42      5
1999-09-08  1999       131 -0.38  0.14      0.40      5
1999-09-09  1999       132 -0.41  0.16      0.44      5
1999-09-10  1999       133 -0.41  0.14      0.43      5
1999-09-11  1999       134 -0.42  0.09      0.43      5
1999-09-12  1999       135 -0.39 -0.00      0.39      4
1999-09-13  1999       136 -0.41  0.01      0.41      5
1999-09-14  1999       137 -0.51  0.07      0.51      5
1999-09-15  1999       138 -0.59  0.19      0.62      5
1999-09-16  1999       139 -0.64  0.34      0.72      5
1999-09-17  1999       140 -0.60  0.52      0.79      5
1999-09-18  1999       141 -0.50  0.73      0.88      6
1999-09-19  1999       142 -0.41  0.95      1.03      6
1999-09-20  1999       143 -0.22  1.12      1.14      6
1999-09-21  1999       144 -0.04  1.24      1.24      6
1999-09-22  1999       145  0.17  1.27      1.28      7
1999-09-23  1999       146  0.34  1.28      1.32      7
1999-09-24  1999       147  0.46  1.21      1.29      7
1999-09-25  1999       148  0.58  1.15      1.29      7
1999-09-26  1999       149  0.74  1.11      1.33      7
1999-09-27  1999       150  0.92  0.95      1.32      7
1999-09-28  1999       151  1.03  0.76      1.28      8
1999-09-29  1999       152  1.13  0.54      1.25      8
1999-09-30  1999       153  1.16  0.36      1.21      8
1999-10-01  1999       154  1.13  0.23      1.15      8
1999-10-02  1999       155  1.10  0.12      1.11      8
1999-10-03  1999       156  1.06  0.01      1.06      8
1999-10-04  1999       157  0.99 -0.02      0.99      1
1999-10-05  1999       158  0.98 -0.06      0.98      1
1999-10-06  1999       159  0.93 -0.07      0.93      1
1999-10-07  1999       160  0.97 -0.22      0.99      1
1999-10-08  1999       161  0.98 -0.31      1.03      1
1999-10-09  1999       162  0.88 -0.50      1.01      1
1999-10-10  1999       163  0.78 -0.58      0.97      1
1999-10-11  1999       164  0.70 -0.59      0.92      1
1999-10-12  1999       165  0.60 -0.63      0.87      2
1999-10-13  1999       166  0.51 -0.66      0.83      2
1999-10-14  1999       167  0.51 -0.63      0.81      2
1999-10-15  1999       168  0.55 -0.66      0.86      2
1999-10-16  1999       169  0.54 -0.83      0.99      2
1999-10-17  1999       170  0.46 -1.00      1.10      2
1999-10-18  1999       171  0.36 -1.16      1.21      2
1999-10-19  1999       172  0.18 -1.12      1.13      2
1999-10-20  1999       173  0.07 -1.05      1.05      2
1999-10-21  1999       174 -0.03 -0.95      0.95      3
1999-10-22  1999       175 -0.04 -0.92      0.92      3
1999-10-23  1999       176 -0.08 -0.88      0.88      3
1999-10-24  1999       177 -0.14 -0.87      0.88      3
1999-10-25  1999       178 -0.18 -0.83      0.85      3
1999-10-26  1999       179 -0.28 -0.86      0.90      3
1999-10-27  1999       180 -0.43 -0.94      1.03      3
1999-10-28  1999       181 -0.56 -1.00      1.15      3
1999-10-29  1999       182 -0.68 -0.97      1.18      3
1999-10-30  1999       183 -0.77 -0.91      1.19      3
1999-10-31  1999       184 -0.87 -0.93      1.27      3
2000-05-01  2000         1 -0.29  0.11      0.31      5
2000-05-02  2000         2 -0.38 -0.07      0.39      4
2000-05-03  2000         3 -0.41 -0.31      0.51      4
2000-05-04  2000         4 -0.47 -0.54      0.72      3
2000-05-05  2000         5 -0.67 -0.52      0.85      4
2000-05-06  2000         6 -0.81 -0.50      0.95      4
2000-05-07  2000         7 -0.93 -0.39      1.01      4
2000-05-08  2000         8 -1.03 -0.26      1.06      4
2000-05-09  2000         9 -1.09 -0.04      1.09      4
2000-05-10  2000        10 -1.08  0.19      1.10      5
2000-05-11  2000        11 -1.03  0.40      1.10      5
2000-05-12  2000        12 -0.96  0.49      1.08      5
2000-05-13  2000        13 -0.87  0.61      1.06      5
2000-05-14  2000        14 -0.72  0.66      0.98      5
2000-05-15  2000        15 -0.60  0.70      0.92      6
2000-05-16  2000        16 -0.50  0.66      0.83      6
2000-05-17  2000        17 -0.38  0.52      0.64      6
2000-05-18  2000        18 -0.28  0.31      0.42      6
2000-05-19  2000        19 -0.25  0.16      0.30      5
2000-05-20  2000        20 -0.26  0.19      0.32      5
2000-05-21  2000        21 -0.27  0.14      0.30      5
2000-05-22  2000        22 -0.32  0.09      0.33      5
2000-05-23  2000        23 -0.42 -0.02      0.42      4
2000-05-24  2000        24 -0.53  0.10      0.54      5
2000-05-25  2000        25 -0.59  0.19      0.62      5
2000-05-26  2000        26 -0.58  0.35      0.68      5
2000-05-27  2000        27 -0.52  0.39      0.65      5
2000-05-28  2000        28 -0.41  0.54      0.68      6
2000-05-29  2000        29 -0.28  0.72      0.77      6
2000-05-30  2000        30 -0.06  0.92      0.92      6
2000-05-31  2000        31  0.22  0.99      1.01      7
2000-06-01  2000        32  0.47  0.91      1.02      7
2000-06-02  2000        33  0.66  0.75      1.00      7
2000-06-03  2000        34  0.85  0.47      0.97      8
2000-06-04  2000        35  0.94  0.25      0.97      8
2000-06-05  2000        36  0.97 -0.06      0.97      1
2000-06-06  2000        37  0.90 -0.52      1.04      1
2000-06-07  2000        38  0.75 -0.99      1.24      2
2000-06-08  2000        39  0.50 -1.21      1.31      2
2000-06-09  2000        40  0.23 -1.34      1.36      2
2000-06-10  2000        41 -0.01 -1.35      1.35      3
2000-06-11  2000        42 -0.26 -1.31      1.34      3
2000-06-12  2000        43 -0.53 -1.08      1.20      3
2000-06-13  2000        44 -0.81 -0.71      1.08      4
2000-06-14  2000        45 -0.97 -0.25      1.00      4
2000-06-15  2000        46 -0.96  0.19      0.98      5
2000-06-16  2000        47 -0.91  0.55      1.06      5
2000-06-17  2000        48 -0.79  0.81      1.13      6
2000-06-18  2000        49 -0.58  0.99      1.15      6
2000-06-19  2000        50 -0.36  1.02      1.08      6
2000-06-20  2000        51 -0.12  0.99      1.00      6
2000-06-21  2000        52  0.13  0.83      0.84      7
2000-06-22  2000        53  0.29  0.67      0.73      7
2000-06-23  2000        54  0.37  0.58      0.69      7
2000-06-24  2000        55  0.37  0.59      0.70      7
2000-06-25  2000        56  0.45  0.57      0.73      7
2000-06-26  2000        57  0.56  0.54      0.78      8
2000-06-27  2000        58  0.65  0.57      0.86      8
2000-06-28  2000        59  0.76  0.60      0.97      8
2000-06-29  2000        60  0.81  0.52      0.96      8
2000-06-30  2000        61  0.86  0.39      0.94      8
2000-07-01  2000        62  0.94  0.36      1.01      8
2000-07-02  2000        63  1.04  0.26      1.07      8
2000-07-03  2000        64  1.10  0.14      1.11      8
2000-07-04  2000        65  1.11 -0.15      1.12      1
2000-07-05  2000        66  1.05 -0.45      1.14      1
2000-07-06  2000        67  0.94 -0.74      1.20      1
2000-07-07  2000        68  0.79 -1.06      1.32      2
2000-07-08  2000        69  0.57 -1.32      1.44      2
2000-07-09  2000        70  0.30 -1.45      1.48      2
2000-07-10  2000        71  0.10 -1.63      1.63      2
2000-07-11  2000        72 -0.08 -1.78      1.78      3
2000-07-12  2000        73 -0.34 -1.87      1.90      3
2000-07-13  2000        74 -0.66 -1.81      1.93      3
2000-07-14  2000        75 -1.02 -1.68      1.97      3
2000-07-15  2000        76 -1.34 -1.54      2.04      3
2000-07-16  2000        77 -1.58 -1.18      1.97      4
2000-07-17  2000        78 -1.81 -0.84      2.00      4
2000-07-18  2000        79 -2.04 -0.46      2.09      4
2000-07-19  2000        80 -2.18 -0.11      2.18      4
2000-07-20  2000        81 -2.23  0.25      2.24      5
2000-07-21  2000        82 -2.15  0.68      2.25      5
2000-07-22  2000        83 -1.94  1.06      2.21      5
2000-07-23  2000        84 -1.73  1.45      2.26      5
2000-07-24  2000        85 -1.43  1.80      2.30      6
2000-07-25  2000        86 -1.07  1.94      2.22      6
2000-07-26  2000        87 -0.66  2.12      2.22      6
2000-07-27  2000        88 -0.24  2.22      2.23      6
2000-07-28  2000        89  0.10  2.30      2.30      7
2000-07-29  2000        90  0.43  2.39      2.43      7
2000-07-30  2000        91  0.82  2.39      2.53      7
2000-07-31  2000        92  1.16  2.27      2.55      7
2000-08-01  2000        93  1.43  1.98      2.44      7
2000-08-02  2000        94  1.65  1.68      2.35      7
2000-08-03  2000        95  1.90  1.44      2.38      8
2000-08-04  2000        96  2.19  1.04      2.42      8
2000-08-05  2000        97  2.42  0.67      2.51      8
2000-08-06  2000        98  2.59  0.25      2.60      8
2000-08-07  2000        99  2.66 -0.06      2.66      1
2000-08-08  2000       100  2.70 -0.27      2.71      1
2000-08-09  2000       101  2.72 -0.65      2.80      1
2000-08-10  2000       102  2.57 -0.92      2.73      1
2000-08-11  2000       103  2.37 -1.21      2.66      1
2000-08-12  2000       104  2.07 -1.37      2.48      1
2000-08-13  2000       105  1.72 -1.42      2.23      1
2000-08-14  2000       106  1.43 -1.39      1.99      1
2000-08-15  2000       107  1.07 -1.46      1.81      2
2000-08-16  2000       108  0.77 -1.56      1.74      2
2000-08-17  2000       109  0.53 -1.68      1.76      2
2000-08-18  2000       110  0.35 -1.59      1.63      2
2000-08-19  2000       111  0.21 -1.55      1.56      2
2000-08-20  2000       112  0.08 -1.40      1.40      2
2000-08-21  2000       113 -0.02 -1.29      1.29      3
2000-08-22  2000       114 -0.10 -1.15      1.15      3
2000-08-23  2000       115 -0.18 -0.96      0.98      3
2000-08-24  2000       116 -0.16 -0.88      0.89      3
2000-08-25  2000       117 -0.22 -0.91      0.94      3
2000-08-26  2000       118 -0.26 -0.96      0.99      3
2000-08-27  2000       119 -0.41 -1.01      1.09      3
2000-08-28  2000       120 -0.65 -1.04      1.23      3
2000-08-29  2000       121 -0.91 -1.03      1.37      3
2000-08-30  2000       122 -1.18 -1.09      1.61      4
2000-08-31  2000       123 -1.40 -1.09      1.77      4
2000-09-01  2000       124 -1.57 -1.00      1.86      4
2000-09-02  2000       125 -1.74 -0.81      1.92      4
2000-09-03  2000       126 -1.94 -0.56      2.02      4
2000-09-04  2000       127 -2.07 -0.22      2.08      4
2000-09-05  2000       128 -2.10  0.13      2.10      5
2000-09-06  2000       129 -2.05  0.45      2.10      5
2000-09-07  2000       130 -1.91  0.75      2.05      5
2000-09-08  2000       131 -1.67  1.10      2.00      5
2000-09-09  2000       132 -1.36  1.40      1.95      6
2000-09-10  2000       133 -1.02  1.70      1.98      6
2000-09-11  2000       134 -0.66  1.80      1.92      6
2000-09-12  2000       135 -0.34  1.78      1.81      6
2000-09-13  2000       136 -0.08  1.81      1.81      6
2000-09-14  2000       137  0.19  1.85      1.86      7
2000-09-15  2000       138  0.47  1.87      1.93      7
2000-09-16  2000       139  0.79  1.97      2.12      7
2000-09-17  2000       140  1.10  1.99      2.27      7
2000-09-18  2000       141  1.38  1.87      2.32      7
2000-09-19  2000       142  1.65  1.70      2.37      7
2000-09-20  2000       143  1.97  1.44      2.44      8
2000-09-21  2000       144  2.21  1.08      2.46      8
2000-09-22  2000       145  2.37  0.68      2.47      8
2000-09-23  2000       146  2.49  0.25      2.50      8
2000-09-24  2000       147  2.50 -0.16      2.51      1
2000-09-25  2000       148  2.47 -0.58      2.54      1
2000-09-26  2000       149  2.44 -0.97      2.63      1
