      Date  Year  DayIndex MISO1 MISO2 Amplitude  Phase
2003-07-18  2003        79  0.21 -1.03      1.05      2
2003-07-19  2003        80  0.14 -0.92      0.93      2
2003-07-20  2003        81  0.07 -0.76      0.76      2
2003-07-21  2003        82 -0.03 -0.67      0.67      3
2003-07-22  2003        83 -0.09 -0.51      0.52      3
2003-07-23  2003        84 -0.14 -0.44      0.46      3
2003-07-24  2003        85 -0.22 -0.41      0.47      3
2003-07-25  2003        86 -0.28 -0.43      0.51      3
2003-07-26  2003        87 -0.36 -0.43      0.56      3
2003-07-27  2003        88 -0.40 -0.38      0.55      4
2003-07-28  2003        89 -0.37 -0.37      0.52      3
2003-07-29  2003        90 -0.31 -0.30      0.43      4
2003-07-30  2003        91 -0.26 -0.26      0.37      3
2003-07-31  2003        92 -0.26 -0.29      0.39      3
2003-08-01  2003        93 -0.35 -0.24      0.42      4
2003-08-02  2003        94 -0.43 -0.04      0.43      4
2003-08-03  2003        95 -0.45  0.31      0.55      5
2003-08-04  2003        96 -0.39  0.69      0.79      6
2003-08-05  2003        97 -0.24  0.85      0.88      6
2003-08-06  2003        98 -0.05  1.06      1.06      6
2003-08-07  2003        99  0.17  1.11      1.12      7
2003-08-08  2003       100  0.33  1.06      1.11      7
2003-08-09  2003       101  0.49  0.98      1.10      7
2003-08-10  2003       102  0.61  0.86      1.05      7
2003-08-11  2003       103  0.72  0.83      1.10      7
2003-08-12  2003       104  0.90  0.77      1.18      8
2003-08-13  2003       105  1.02  0.71      1.24      8
2003-08-14  2003       106  1.10  0.64      1.27      8
2003-08-15  2003       107  1.19  0.54      1.31      8
2003-08-16  2003       108  1.32  0.38      1.37      8
2003-08-17  2003       109  1.35  0.22      1.37      8
2003-08-18  2003       110  1.33  0.04      1.33      8
2003-08-19  2003       111  1.37 -0.13      1.38      1
2003-08-20  2003       112  1.39 -0.47      1.47      1
2003-08-21  2003       113  1.30 -0.72      1.49      1
2003-08-22  2003       114  1.17 -0.96      1.51      1
2003-08-23  2003       115  0.85 -1.22      1.49      2
2003-08-24  2003       116  0.43 -1.39      1.45      2
2003-08-25  2003       117  0.08 -1.51      1.51      2
2003-08-26  2003       118 -0.23 -1.49      1.51      3
2003-08-27  2003       119 -0.56 -1.39      1.50      3
2003-08-28  2003       120 -0.89 -1.17      1.47      3
2003-08-29  2003       121 -1.21 -0.86      1.48      4
2003-08-30  2003       122 -1.42 -0.54      1.52      4
2003-08-31  2003       123 -1.45 -0.24      1.47      4
2003-09-01  2003       124 -1.45 -0.02      1.45      4
2003-09-02  2003       125 -1.50  0.16      1.51      5
2003-09-03  2003       126 -1.46  0.40      1.51      5
2003-09-04  2003       127 -1.31  0.59      1.44      5
2003-09-05  2003       128 -1.16  0.71      1.36      5
2003-09-06  2003       129 -1.00  0.74      1.24      5
2003-09-07  2003       130 -0.91  0.78      1.20      5
2003-09-08  2003       131 -0.84  0.80      1.16      5
2003-09-09  2003       132 -0.68  0.82      1.07      6
2003-09-10  2003       133 -0.54  0.79      0.96      6
2003-09-11  2003       134 -0.50  0.75      0.90      6
2003-09-12  2003       135 -0.49  0.85      0.98      6
2003-09-13  2003       136 -0.42  0.86      0.96      6
2003-09-14  2003       137 -0.28  0.85      0.89      6
2003-09-15  2003       138 -0.17  0.75      0.77      6
2003-09-16  2003       139 -0.07  0.66      0.66      6
2003-09-17  2003       140 -0.02  0.62      0.62      6
2003-09-18  2003       141 -0.00  0.55      0.55      6
2003-09-19  2003       142  0.06  0.57      0.57      7
2003-09-20  2003       143  0.11  0.56      0.57      7
2003-09-21  2003       144  0.17  0.53      0.56      7
2003-09-22  2003       145  0.19  0.52      0.55      7
2003-09-23  2003       146  0.17  0.42      0.45      7
2003-09-24  2003       147  0.16  0.30      0.34      7
2003-09-25  2003       148  0.10  0.24      0.26      7
2003-09-26  2003       149 -0.02  0.21      0.21      6
2003-09-27  2003       150 -0.15  0.30      0.34      6
2003-09-28  2003       151 -0.20  0.40      0.45      6
2003-09-29  2003       152 -0.21  0.64      0.67      6
2003-09-30  2003       153 -0.08  0.88      0.88      6
2003-10-01  2003       154  0.14  1.12      1.13      7
2003-10-02  2003       155  0.39  1.29      1.35      7
2003-10-03  2003       156  0.66  1.20      1.37      7
2003-10-04  2003       157  0.91  0.99      1.34      7
2003-10-05  2003       158  1.10  0.69      1.30      8
2003-10-06  2003       159  1.24  0.28      1.27      8
2003-10-07  2003       160  1.25 -0.18      1.26      1
2003-10-08  2003       161  1.09 -0.70      1.30      1
2003-10-09  2003       162  0.84 -1.09      1.38      2
2003-10-10  2003       163  0.50 -1.25      1.35      2
2003-10-11  2003       164  0.15 -1.30      1.31      2
2003-10-12  2003       165 -0.17 -1.18      1.19      3
2003-10-13  2003       166 -0.43 -0.97      1.06      3
2003-10-14  2003       167 -0.65 -0.60      0.88      4
2003-10-15  2003       168 -0.80 -0.13      0.81      4
2003-10-16  2003       169 -0.79  0.21      0.82      5
2003-10-17  2003       170 -0.73  0.45      0.86      5
2003-10-18  2003       171 -0.57  0.55      0.79      5
2003-10-19  2003       172 -0.34  0.48      0.59      6
2003-10-20  2003       173 -0.15  0.35      0.38      6
2003-10-21  2003       174 -0.05  0.14      0.15      6
2003-10-22  2003       175 -0.07 -0.06      0.09      4
2003-10-23  2003       176 -0.18 -0.28      0.33      3
2003-10-24  2003       177 -0.44 -0.46      0.64      3
2003-10-25  2003       178 -0.74 -0.46      0.87      4
2003-10-26  2003       179 -0.94 -0.32      0.99      4
2003-10-27  2003       180 -1.08 -0.08      1.08      4
2003-10-28  2003       181 -1.13  0.25      1.16      5
2003-10-29  2003       182 -1.10  0.54      1.23      5
2003-10-30  2003       183 -1.03  0.81      1.31      5
2003-10-31  2003       184 -0.85  0.95      1.27      6
2004-05-01  2004         1  0.64  0.46      0.79      8
2004-05-02  2004         2  0.82  0.50      0.96      8
2004-05-03  2004         3  1.04  0.52      1.16      8
2004-05-04  2004         4  1.22  0.40      1.28      8
2004-05-05  2004         5  1.40  0.20      1.41      8
2004-05-06  2004         6  1.53 -0.00      1.53      1
2004-05-07  2004         7  1.64 -0.39      1.69      1
2004-05-08  2004         8  1.63 -0.99      1.91      1
2004-05-09  2004         9  1.52 -1.61      2.21      2
2004-05-10  2004        10  1.32 -2.15      2.52      2
2004-05-11  2004        11  0.94 -2.47      2.64      2
2004-05-12  2004        12  0.56 -2.60      2.66      2
2004-05-13  2004        13  0.12 -2.55      2.55      2
2004-05-14  2004        14 -0.24 -2.50      2.51      3
2004-05-15  2004        15 -0.58 -2.36      2.43      3
2004-05-16  2004        16 -0.81 -2.16      2.31      3
2004-05-17  2004        17 -1.07 -1.84      2.13      3
2004-05-18  2004        18 -1.24 -1.43      1.89      3
2004-05-19  2004        19 -1.33 -1.09      1.72      4
2004-05-20  2004        20 -1.35 -0.71      1.53      4
2004-05-21  2004        21 -1.31 -0.39      1.37      4
2004-05-22  2004        22 -1.21 -0.13      1.22      4
2004-05-23  2004        23 -1.08 -0.01      1.08      4
2004-05-24  2004        24 -0.90  0.10      0.91      5
2004-05-25  2004        25 -0.76  0.22      0.79      5
2004-05-26  2004        26 -0.61  0.31      0.68      5
2004-05-27  2004        27 -0.43  0.41      0.59      5
2004-05-28  2004        28 -0.26  0.50      0.56      6
2004-05-29  2004        29 -0.03  0.48      0.48      6
2004-05-30  2004        30  0.09  0.40      0.41      7
2004-05-31  2004        31  0.25  0.19      0.31      8
2004-06-01  2004        32  0.25 -0.01      0.25      1
2004-06-02  2004        33  0.21 -0.08      0.22      1
2004-06-03  2004        34  0.16 -0.08      0.18      1
2004-06-04  2004        35  0.13  0.04      0.14      8
2004-06-05  2004        36  0.14  0.13      0.19      8
2004-06-06  2004        37  0.20  0.21      0.29      7
2004-06-07  2004        38  0.32  0.21      0.38      8
2004-06-08  2004        39  0.49  0.13      0.51      8
2004-06-09  2004        40  0.64 -0.06      0.64      1
2004-06-10  2004        41  0.73 -0.32      0.80      1
2004-06-11  2004        42  0.72 -0.61      0.94      1
2004-06-12  2004        43  0.57 -0.90      1.07      2
2004-06-13  2004        44  0.39 -1.17      1.23      2
2004-06-14  2004        45  0.12 -1.38      1.39      2
2004-06-15  2004        46 -0.14 -1.63      1.64      3
2004-06-16  2004        47 -0.47 -1.75      1.81      3
2004-06-17  2004        48 -0.82 -1.68      1.87      3
2004-06-18  2004        49 -1.14 -1.46      1.85      3
2004-06-19  2004        50 -1.46 -1.08      1.82      4
2004-06-20  2004        51 -1.64 -0.63      1.76      4
2004-06-21  2004        52 -1.67 -0.13      1.68      4
2004-06-22  2004        53 -1.64  0.30      1.67      5
2004-06-23  2004        54 -1.49  0.71      1.65      5
2004-06-24  2004        55 -1.25  1.06      1.64      5
2004-06-25  2004        56 -0.97  1.31      1.63      6
2004-06-26  2004        57 -0.69  1.39      1.55      6
2004-06-27  2004        58 -0.43  1.44      1.50      6
2004-06-28  2004        59 -0.21  1.48      1.49      6
2004-06-29  2004        60  0.03  1.52      1.52      7
2004-06-30  2004        61  0.28  1.45      1.48      7
2004-07-01  2004        62  0.50  1.33      1.42      7
2004-07-02  2004        63  0.67  1.18      1.36      7
2004-07-03  2004        64  0.77  1.16      1.39      7
2004-07-04  2004        65  0.86  1.12      1.41      7
2004-07-05  2004        66  0.94  1.13      1.47      7
2004-07-06  2004        67  1.05  1.13      1.54      7
2004-07-07  2004        68  1.10  1.02      1.50      8
2004-07-08  2004        69  1.11  0.92      1.44      8
2004-07-09  2004        70  1.14  0.74      1.36      8
2004-07-10  2004        71  1.18  0.56      1.31      8
2004-07-11  2004        72  1.25  0.25      1.27      8
2004-07-12  2004        73  1.28 -0.05      1.28      1
2004-07-13  2004        74  1.20 -0.33      1.24      1
2004-07-14  2004        75  1.10 -0.49      1.20      1
2004-07-15  2004        76  0.96 -0.66      1.16      1
2004-07-16  2004        77  0.80 -0.78      1.12      1
2004-07-17  2004        78  0.58 -0.72      0.92      2
2004-07-18  2004        79  0.35 -0.54      0.64      2
2004-07-19  2004        80  0.17 -0.42      0.45      2
2004-07-20  2004        81 -0.02 -0.26      0.26      3
2004-07-21  2004        82 -0.07 -0.07      0.10      3
2004-07-22  2004        83  0.01  0.07      0.07      7
2004-07-23  2004        84  0.04  0.12      0.13      7
2004-07-24  2004        85  0.09  0.18      0.20      7
2004-07-25  2004        86  0.16  0.15      0.22      8
2004-07-26  2004        87  0.23  0.09      0.25      8
2004-07-27  2004        88  0.30 -0.04      0.30      1
2004-07-28  2004        89  0.25 -0.18      0.31      1
2004-07-29  2004        90  0.23 -0.32      0.39      2
2004-07-30  2004        91  0.15 -0.49      0.51      2
2004-07-31  2004        92  0.03 -0.60      0.60      2
2004-08-01  2004        93 -0.10 -0.66      0.67      3
2004-08-02  2004        94 -0.18 -0.78      0.80      3
2004-08-03  2004        95 -0.27 -0.92      0.96      3
2004-08-04  2004        96 -0.38 -1.07      1.14      3
2004-08-05  2004        97 -0.48 -1.11      1.21      3
2004-08-06  2004        98 -0.56 -1.01      1.15      3
2004-08-07  2004        99 -0.69 -0.92      1.15      3
2004-08-08  2004       100 -0.88 -0.76      1.16      4
2004-08-09  2004       101 -1.05 -0.63      1.22      4
2004-08-10  2004       102 -1.22 -0.47      1.31      4
2004-08-11  2004       103 -1.33 -0.35      1.38      4
2004-08-12  2004       104 -1.43 -0.27      1.46      4
2004-08-13  2004       105 -1.40 -0.19      1.41      4
2004-08-14  2004       106 -1.35 -0.14      1.36      4
2004-08-15  2004       107 -1.36 -0.00      1.36      4
2004-08-16  2004       108 -1.32  0.11      1.32      5
2004-08-17  2004       109 -1.23  0.30      1.27      5
2004-08-18  2004       110 -1.08  0.47      1.18      5
2004-08-19  2004       111 -0.92  0.55      1.07      5
2004-08-20  2004       112 -0.79  0.68      1.04      5
2004-08-21  2004       113 -0.68  0.71      0.98      6
2004-08-22  2004       114 -0.61  0.79      1.00      6
2004-08-23  2004       115 -0.58  0.85      1.03      6
2004-08-24  2004       116 -0.54  0.89      1.04      6
2004-08-25  2004       117 -0.47  0.97      1.08      6
2004-08-26  2004       118 -0.38  1.12      1.18      6
2004-08-27  2004       119 -0.26  1.32      1.35      6
2004-08-28  2004       120 -0.04  1.44      1.44      6
2004-08-29  2004       121  0.23  1.51      1.53      7
2004-08-30  2004       122  0.46  1.64      1.70      7
2004-08-31  2004       123  0.68  1.70      1.83      7
2004-09-01  2004       124  0.92  1.74      1.97      7
2004-09-02  2004       125  1.19  1.68      2.06      7
2004-09-03  2004       126  1.46  1.48      2.08      7
2004-09-04  2004       127  1.66  1.18      2.04      8
2004-09-05  2004       128  1.82  0.79      1.98      8
2004-09-06  2004       129  1.85  0.38      1.89      8
2004-09-07  2004       130  1.77 -0.01      1.77      1
2004-09-08  2004       131  1.64 -0.39      1.69      1
2004-09-09  2004       132  1.43 -0.73      1.61      1
2004-09-10  2004       133  1.19 -1.00      1.55      1
2004-09-11  2004       134  0.83 -1.08      1.36      2
2004-09-12  2004       135  0.48 -1.13      1.23      2
2004-09-13  2004       136  0.07 -1.10      1.10      2
2004-09-14  2004       137 -0.29 -0.93      0.97      3
2004-09-15  2004       138 -0.57 -0.71      0.91      3
2004-09-16  2004       139 -0.76 -0.37      0.85      4
2004-09-17  2004       140 -0.88 -0.03      0.88      4
2004-09-18  2004       141 -0.82  0.34      0.89      5
2004-09-19  2004       142 -0.65  0.61      0.89      5
2004-09-20  2004       143 -0.48  0.89      1.01      6
2004-09-21  2004       144 -0.26  1.09      1.12      6
2004-09-22  2004       145 -0.01  1.18      1.18      6
2004-09-23  2004       146  0.24  1.24      1.26      7
2004-09-24  2004       147  0.55  1.17      1.29      7
2004-09-25  2004       148  0.85  0.97      1.29      7
2004-09-26  2004       149  1.10  0.81      1.37      8
2004-09-27  2004       150  1.32  0.59      1.45      8
2004-09-28  2004       151  1.37  0.20      1.38      8
2004-09-29  2004       152  1.38 -0.22      1.40      1
2004-09-30  2004       153  1.33 -0.66      1.48      1
2004-10-01  2004       154  1.20 -1.07      1.61      1
2004-10-02  2004       155  0.99 -1.50      1.80      2
2004-10-03  2004       156  0.74 -1.81      1.96      2
2004-10-04  2004       157  0.39 -2.07      2.11      2
2004-10-05  2004       158 -0.08 -2.14      2.14      3
2004-10-06  2004       159 -0.56 -1.98      2.06      3
2004-10-07  2004       160 -0.97 -1.71      1.97      3
2004-10-08  2004       161 -1.30 -1.26      1.81      4
2004-10-09  2004       162 -1.46 -0.78      1.66      4
2004-10-10  2004       163 -1.53 -0.35      1.57      4
2004-10-11  2004       164 -1.52  0.11      1.52      5
2004-10-12  2004       165 -1.44  0.51      1.53      5
2004-10-13  2004       166 -1.34  0.72      1.52      5
2004-10-14  2004       167 -1.23  0.83      1.48      5
2004-10-15  2004       168 -1.03  0.86      1.34      5
2004-10-16  2004       169 -0.83  0.84      1.18      6
2004-10-17  2004       170 -0.63  0.84      1.05      6
2004-10-18  2004       171 -0.43  0.85      0.95      6
2004-10-19  2004       172 -0.26  0.82      0.86      6
2004-10-20  2004       173 -0.17  0.89      0.91      6
2004-10-21  2004       174 -0.07  0.92      0.92      6
2004-10-22  2004       175  0.05  1.00      1.00      7
2004-10-23  2004       176  0.21  1.18      1.20      7
2004-10-24  2004       177  0.42  1.29      1.36      7
2004-10-25  2004       178  0.65  1.34      1.49      7
2004-10-26  2004       179  0.85  1.30      1.55      7
2004-10-27  2004       180  1.07  1.26      1.65      7
2004-10-28  2004       181  1.29  1.15      1.73      8
2004-10-29  2004       182  1.52  0.97      1.80      8
2004-10-30  2004       183  1.69  0.79      1.87      8
2004-10-31  2004       184  1.86  0.50      1.93      8
2005-05-01  2005         1 -0.66  0.67      0.94      6
2005-05-02  2005         2 -0.54  0.91      1.06      6
2005-05-03  2005         3 -0.33  1.06      1.11      6
2005-05-04  2005         4 -0.06  1.18      1.18      6
2005-05-05  2005         5  0.30  1.09      1.13      7
2005-05-06  2005         6  0.61  0.86      1.05      7
2005-05-07  2005         7  0.79  0.83      1.15      7
2005-05-08  2005         8  0.96  0.79      1.24      8
2005-05-09  2005         9  1.08  0.62      1.25      8
2005-05-10  2005        10  1.13  0.48      1.23      8
2005-05-11  2005        11  1.13  0.29      1.17      8
2005-05-12  2005        12  1.10  0.04      1.10      8
2005-05-13  2005        13  0.99 -0.19      1.01      1
2005-05-14  2005        14  0.87 -0.29      0.92      1
2005-05-15  2005        15  0.68 -0.32      0.75      1
2005-05-16  2005        16  0.50 -0.34      0.60      1
2005-05-17  2005        17  0.30 -0.24      0.38      1
2005-05-18  2005        18  0.18 -0.11      0.21      1
2005-05-19  2005        19  0.09  0.06      0.11      8
2005-05-20  2005        20  0.09  0.12      0.15      7
2005-05-21  2005        21  0.13  0.20      0.24      7
2005-05-22  2005        22  0.13  0.42      0.44      7
2005-05-23  2005        23  0.14  0.66      0.67      7
2005-05-24  2005        24  0.15  0.73      0.75      7
2005-05-25  2005        25  0.20  0.79      0.81      7
2005-05-26  2005        26  0.31  0.80      0.86      7
2005-05-27  2005        27  0.46  0.77      0.90      7
2005-05-28  2005        28  0.57  0.71      0.91      7
2005-05-29  2005        29  0.66  0.72      0.98      7
2005-05-30  2005        30  0.76  0.67      1.01      8
2005-05-31  2005        31  0.81  0.63      1.03      8
2005-06-01  2005        32  0.85  0.58      1.03      8
2005-06-02  2005        33  0.87  0.54      1.02      8
2005-06-03  2005        34  0.92  0.46      1.03      8
2005-06-04  2005        35  1.01  0.41      1.09      8
2005-06-05  2005        36  1.12  0.31      1.16      8
2005-06-06  2005        37  1.14  0.22      1.16      8
2005-06-07  2005        38  1.11  0.17      1.12      8
2005-06-08  2005        39  1.12 -0.04      1.12      1
2005-06-09  2005        40  1.11 -0.21      1.13      1
2005-06-10  2005        41  1.07 -0.29      1.11      1
2005-06-11  2005        42  1.07 -0.27      1.10      1
2005-06-12  2005        43  1.01 -0.22      1.03      1
2005-06-13  2005        44  0.92 -0.14      0.93      1
2005-06-14  2005        45  0.91 -0.02      0.91      1
2005-06-15  2005        46  0.89  0.15      0.90      8
2005-06-16  2005        47  0.95  0.22      0.98      8
2005-06-17  2005        48  0.98  0.21      1.00      8
2005-06-18  2005        49  1.03  0.02      1.03      8
2005-06-19  2005        50  1.14 -0.12      1.15      1
2005-06-20  2005        51  1.18 -0.47      1.27      1
2005-06-21  2005        52  1.06 -0.86      1.36      1
2005-06-22  2005        53  0.73 -1.04      1.27      2
2005-06-23  2005        54  0.44 -1.15      1.23      2
2005-06-24  2005        55  0.14 -1.21      1.22      2
2005-06-25  2005        56 -0.23 -1.22      1.24      3
2005-06-26  2005        57 -0.62 -1.13      1.29      3
2005-06-27  2005        58 -0.98 -1.01      1.41      3
2005-06-28  2005        59 -1.25 -0.86      1.52      4
2005-06-29  2005        60 -1.46 -0.64      1.59      4
2005-06-30  2005        61 -1.58 -0.33      1.61      4
2005-07-01  2005        62 -1.62 -0.01      1.62      4
2005-07-02  2005        63 -1.64  0.26      1.66      5
2005-07-03  2005        64 -1.63  0.40      1.68      5
2005-07-04  2005        65 -1.57  0.57      1.67      5
2005-07-05  2005        66 -1.38  0.64      1.52      5
2005-07-06  2005        67 -1.22  0.72      1.42      5
2005-07-07  2005        68 -1.12  0.97      1.48      5
2005-07-08  2005        69 -0.99  1.23      1.58      6
2005-07-09  2005        70 -0.80  1.33      1.55      6
2005-07-10  2005        71 -0.47  1.42      1.50      6
2005-07-11  2005        72 -0.15  1.47      1.48      6
2005-07-12  2005        73  0.17  1.53      1.54      7
2005-07-13  2005        74  0.48  1.48      1.56      7
2005-07-14  2005        75  0.73  1.33      1.52      7
2005-07-15  2005        76  1.00  1.14      1.52      7
2005-07-16  2005        77  1.23  0.89      1.52      8
2005-07-17  2005        78  1.40  0.52      1.49      8
2005-07-18  2005        79  1.49  0.13      1.50      8
2005-07-19  2005        80  1.52 -0.28      1.55      1
2005-07-20  2005        81  1.55 -0.72      1.71      1
2005-07-21  2005        82  1.43 -1.16      1.84      1
2005-07-22  2005        83  1.20 -1.46      1.89      2
2005-07-23  2005        84  0.92 -1.72      1.95      2
2005-07-24  2005        85  0.57 -1.95      2.03      2
2005-07-25  2005        86  0.22 -1.95      1.96      2
2005-07-26  2005        87 -0.16 -1.89      1.90      3
2005-07-27  2005        88 -0.56 -1.67      1.76      3
2005-07-28  2005        89 -0.88 -1.37      1.63      3
2005-07-29  2005        90 -1.17 -1.09      1.60      4
2005-07-30  2005        91 -1.36 -0.79      1.57      4
2005-07-31  2005        92 -1.50 -0.53      1.59      4
2005-08-01  2005        93 -1.62 -0.33      1.65      4
2005-08-02  2005        94 -1.77 -0.09      1.77      4
2005-08-03  2005        95 -1.83  0.13      1.83      5
2005-08-04  2005        96 -1.81  0.37      1.85      5
2005-08-05  2005        97 -1.75  0.58      1.84      5
2005-08-06  2005        98 -1.66  0.83      1.86      5
2005-08-07  2005        99 -1.52  0.97      1.80      5
2005-08-08  2005       100 -1.35  1.04      1.70      5
2005-08-09  2005       101 -1.18  1.06      1.59      5
2005-08-10  2005       102 -0.98  1.07      1.45      6
2005-08-11  2005       103 -0.78  1.09      1.34      6
2005-08-12  2005       104 -0.56  1.09      1.23      6
2005-08-13  2005       105 -0.36  1.01      1.07      6
2005-08-14  2005       106 -0.20  0.87      0.89      6
2005-08-15  2005       107 -0.05  0.70      0.70      6
2005-08-16  2005       108  0.02  0.43      0.43      7
2005-08-17  2005       109 -0.01  0.19      0.19      6
2005-08-18  2005       110 -0.05 -0.02      0.05      4
2005-08-19  2005       111 -0.15 -0.15      0.21      4
2005-08-20  2005       112 -0.31 -0.22      0.38      4
2005-08-21  2005       113 -0.51 -0.09      0.52      4
2005-08-22  2005       114 -0.65 -0.01      0.65      4
2005-08-23  2005       115 -0.70  0.08      0.70      5
2005-08-24  2005       116 -0.71  0.23      0.75      5
2005-08-25  2005       117 -0.66  0.52      0.84      5
2005-08-26  2005       118 -0.55  0.78      0.95      6
2005-08-27  2005       119 -0.33  1.07      1.12      6
2005-08-28  2005       120 -0.05  1.30      1.30      6
2005-08-29  2005       121  0.29  1.48      1.51      7
2005-08-30  2005       122  0.63  1.61      1.73      7
2005-08-31  2005       123  0.98  1.61      1.88      7
2005-09-01  2005       124  1.27  1.58      2.03      7
2005-09-02  2005       125  1.60  1.48      2.18      8
2005-09-03  2005       126  1.92  1.34      2.34      8
2005-09-04  2005       127  2.24  0.97      2.44      8
2005-09-05  2005       128  2.49  0.65      2.57      8
2005-09-06  2005       129  2.71  0.15      2.71      8
2005-09-07  2005       130  2.71 -0.44      2.75      1
2005-09-08  2005       131  2.60 -1.04      2.80      1
2005-09-09  2005       132  2.34 -1.58      2.82      1
2005-09-10  2005       133  2.09 -2.14      2.99      2
2005-09-11  2005       134  1.73 -2.58      3.11      2
2005-09-12  2005       135  1.18 -2.94      3.17      2
2005-09-13  2005       136  0.56 -3.14      3.19      2
2005-09-14  2005       137 -0.05 -3.15      3.15      3
2005-09-15  2005       138 -0.60 -3.09      3.15      3
2005-09-16  2005       139 -1.20 -2.83      3.07      3
2005-09-17  2005       140 -1.68 -2.44      2.96      3
2005-09-18  2005       141 -2.10 -1.88      2.82      4
2005-09-19  2005       142 -2.34 -1.38      2.72      4
2005-09-20  2005       143 -2.49 -0.83      2.62      4
2005-09-21  2005       144 -2.52 -0.38      2.55      4
2005-09-22  2005       145 -2.53 -0.06      2.53      4
2005-09-23  2005       146 -2.48  0.28      2.50      5
2005-09-24  2005       147 -2.41  0.55      2.47      5
2005-09-25  2005       148 -2.16  0.85      2.32      5
2005-09-26  2005       149 -1.88  1.04      2.15      5
2005-09-27  2005       150 -1.67  1.13      2.02      5
2005-09-28  2005       151 -1.47  1.24      1.92      5
2005-09-29  2005       152 -1.24  1.37      1.85      6
2005-09-30  2005       153 -0.98  1.33      1.65      6
2005-10-01  2005       154 -0.82  1.25      1.49      6
2005-10-02  2005       155 -0.67  1.19      1.37      6
2005-10-03  2005       156 -0.55  1.20      1.32      6
2005-10-04  2005       157 -0.40  1.26      1.32      6
2005-10-05  2005       158 -0.22  1.33      1.35      6
2005-10-06  2005       159 -0.04  1.41      1.41      6
2005-10-07  2005       160  0.17  1.47      1.48      7
2005-10-08  2005       161  0.40  1.57      1.62      7
2005-10-09  2005       162  0.67  1.58      1.72      7
2005-10-10  2005       163  0.97  1.53      1.81      7
2005-10-11  2005       164  1.29  1.38      1.89      7
2005-10-12  2005       165  1.55  1.11      1.91      8
2005-10-13  2005       166  1.72  0.81      1.90      8
2005-10-14  2005       167  1.80  0.47      1.86      8
2005-10-15  2005       168  1.78 -0.00      1.78      1
2005-10-16  2005       169  1.72 -0.46      1.78      1
2005-10-17  2005       170  1.56 -0.97      1.84      1
2005-10-18  2005       171  1.35 -1.36      1.92      2
2005-10-19  2005       172  1.06 -1.72      2.02      2
2005-10-20  2005       173  0.64 -1.95      2.05      2
2005-10-21  2005       174  0.13 -2.05      2.05      2
2005-10-22  2005       175 -0.32 -1.91      1.94      3
2005-10-23  2005       176 -0.67 -1.68      1.81      3
2005-10-24  2005       177 -0.88 -1.34      1.60      3
2005-10-25  2005       178 -1.01 -1.06      1.46      3
2005-10-26  2005       179 -1.05 -0.84      1.34      4
2005-10-27  2005       180 -1.07 -0.74      1.30      4
2005-10-28  2005       181 -1.11 -0.61      1.27      4
2005-10-29  2005       182 -1.14 -0.37      1.20      4
2005-10-30  2005       183 -1.16 -0.15      1.17      4
2005-10-31  2005       184 -1.11  0.08      1.11      5
2006-05-01  2006         1 -0.20 -1.23      1.25      3
2006-05-02  2006         2 -0.27 -1.26      1.29      3
2006-05-03  2006         3 -0.42 -1.31      1.38      3
2006-05-04  2006         4 -0.64 -1.21      1.37      3
2006-05-05  2006         5 -0.84 -0.94      1.26      3
2006-05-06  2006         6 -1.00 -0.65      1.19      4
2006-05-07  2006         7 -1.20 -0.45      1.28      4
2006-05-08  2006         8 -1.31 -0.13      1.32      4
2006-05-09  2006         9 -1.35  0.14      1.36      5
2006-05-10  2006        10 -1.28  0.39      1.34      5
2006-05-11  2006        11 -1.20  0.52      1.31      5
2006-05-12  2006        12 -1.15  0.50      1.25      5
2006-05-13  2006        13 -1.08  0.45      1.17      5
2006-05-14  2006        14 -1.06  0.52      1.18      5
2006-05-15  2006        15 -1.05  0.65      1.23      5
2006-05-16  2006        16 -0.97  0.91      1.33      5
2006-05-17  2006        17 -0.79  1.20      1.44      6
2006-05-18  2006        18 -0.50  1.43      1.51      6
2006-05-19  2006        19 -0.19  1.54      1.55      6
2006-05-20  2006        20  0.06  1.41      1.41      7
2006-05-21  2006        21  0.29  1.26      1.29      7
2006-05-22  2006        22  0.51  1.01      1.13      7
2006-05-23  2006        23  0.75  0.72      1.04      8
2006-05-24  2006        24  0.85  0.34      0.92      8
2006-05-25  2006        25  0.88 -0.11      0.89      1
2006-05-26  2006        26  0.82 -0.54      0.98      1
2006-05-27  2006        27  0.69 -0.99      1.21      2
2006-05-28  2006        28  0.49 -1.41      1.49      2
2006-05-29  2006        29  0.24 -1.71      1.73      2
2006-05-30  2006        30 -0.09 -1.96      1.96      3
2006-05-31  2006        31 -0.41 -2.04      2.08      3
2006-06-01  2006        32 -0.78 -1.98      2.13      3
2006-06-02  2006        33 -1.09 -1.90      2.19      3
2006-06-03  2006        34 -1.35 -1.78      2.23      3
2006-06-04  2006        35 -1.60 -1.67      2.31      3
2006-06-05  2006        36 -1.83 -1.41      2.31      4
2006-06-06  2006        37 -2.06 -1.03      2.30      4
2006-06-07  2006        38 -2.13 -0.60      2.21      4
2006-06-08  2006        39 -2.18 -0.16      2.19      4
2006-06-09  2006        40 -2.11  0.29      2.13      5
2006-06-10  2006        41 -1.99  0.69      2.11      5
2006-06-11  2006        42 -1.78  1.06      2.07      5
2006-06-12  2006        43 -1.57  1.37      2.08      5
